,name,club,team,year,height,weight,age,tournament,NHL
75,SARTS Krisjanis,St. Cloud Norsemen,lat,2025,1.83,163,17.96712328767123,1,0.0
76,KURBAKA Viktors,Ocelari Trinec,lat,2025,1.80,174,19.33150684931507,2,0.0
77,SKELTINS Emils,Amarillo Wranglers,lat,2025,1.95,203,19.90958904109589,1,0.0
78,LIVSICS Davids,RoKi Rovaniemi,lat,2025,1.75,159,19.87945205479452,1,0.0
79,MATEIKO Eriks,Saint John Sea Dogs,lat,2025,1.94,201,19.134246575342466,2,0.0
80,CJUNSKIS Harijs,Rouyn-Noranda Huskies,lat,2025,1.87,187,18.687671232876713,1,0.0
81,DILEVKA Dmitrijs,Watertown Shamrocks,lat,2025,1.81,170,18.232876712328768,1,0.0
82,MOTS Toms,Zemgale Jelgava,lat,2025,1.83,172,19.882191780821916,2,0.0
83,KLAUCANS Martins,St. Cloud Norsemen,lat,2025,1.82,181,16.495890410958904,1,0.0
84,MURNIEKS Olivers,Sioux City Musketeers,lat,2025,1.84,181,16.432876712328767,1,0.0
85,ULJANSKIS Darels,AIK,lat,2025,1.88,192,18.367123287671234,2,0.0
86,BULANS Peteris,Chicoutimi Sagueneens,lat,2025,1.84,185,19.832876712328765,3,0.0
87,BERZKALNS Rudolfs,Muskegon Lumberjacks,lat,2025,1.89,192,16.843835616438355,1,0.0
88,NAUDINS Roberts,Shattuck St. Mary's,lat,2025,1.97,194,16.13150684931507,1,0.0
89,OSMANIS Bruno,Bjorkloven Umea,lat,2025,1.80,161,18.057534246575344,1,0.0
90,OZOLLAPA Rauls,HC Zubr Prerov,lat,2025,1.95,179,19.246575342465754,2,0.0
91,DOMMERS Valdis,Mountfield HK,lat,2025,1.87,187,19.2,1,0.0
92,MACIJEVSKIS Antons,Watertown Shamrocks,lat,2025,1.86,172,18.854794520547944,1,0.0
93,SERKINS Daniels,SC Bern Future,lat,2025,1.74,161,17.454794520547946,1,0.0
94,RETENAIS Krists,Aberdeen Wings,lat,2025,1.79,168,18.50958904109589,1,0.0
95,BRIEDIS Oskars,Zemgale Jelgava,lat,2025,1.90,176,18.575342465753426,1,0.0
96,SIERADZKIS Markuss,Bjorkloven Umea,lat,2025,1.84,192,18.627397260273973,1,0.0
97,FELDBERGS Linards,Sherbrooke Phoenix,lat,2025,1.85,172,19.39178082191781,2,0.0
98,FECERS Janis,Herning Blue Fox,lat,2025,1.82,172,19.117808219178084,1,0.0
99,AUGUSTINE Trey,Michigan State University,usa,2025,1.85,179,19.86849315068493,3,0.0
100,STIGA Teddy,Boston College,usa,2025,1.78,179,18.756164383561643,1,0.0
101,HENSLER Logan,University of Wisconsin,usa,2025,1.88,196,18.23013698630137,1,0.0
102,RALPH Colin,St. Cloud State University,usa,2025,1.93,209,19.257534246575343,1,0.0
103,FORTESCUE Drew,Boston College,usa,2025,1.88,181,19.693150684931506,2,0.0
104,KLEBER Adam,Univ. of Minnesota Duluth,usa,2025,1.96,209,18.78904109589041,1,0.0
105,SVOBODA Brandon,Boston University,usa,2025,1.91,209,19.92054794520548,1,0.0
106,LEONARD Ryan,Boston College,usa,2025,1.83,201,19.958904109589042,2,0.0
107,TERRANCE Carey,Erie Otters,usa,2025,1.85,185,19.660273972602738,1,0.0
108,MOORE Oliver,University of Minnesota,usa,2025,1.80,194,19.956164383561642,2,0.0
109,HAGENS James,Boston College,usa,2025,1.80,179,18.175342465753424,1,0.0
110,MINNETIAN Aram,Boston College,usa,2025,1.80,205,19.802739726027397,1,0.0
111,FISCHER Paul,University of Notre Dame,usa,2025,1.83,203,19.934246575342467,1,0.0
112,NELSON Danny,University of Notre Dame,usa,2025,1.88,216,19.427397260273974,2,0.0
113,CONNELLY Trevor,Providence College,usa,2025,1.85,165,18.854794520547944,1,0.0
114,WILLIS Joey,Saginaw Spirit,usa,2025,1.80,185,19.816438356164383,1,0.0
115,PLANTE Max,Univ. of Minnesota Duluth,usa,2025,1.80,181,18.876712328767123,1,0.0
116,BURNEVIK Austin,St. Cloud State University,usa,2025,1.93,201,20.008219178082193,1,0.0
117,HUTSON Cole,Boston University,usa,2025,1.80,172,18.526027397260275,1,0.0
118,BUIUM Zeev,University of Denver,usa,2025,1.83,185,19.08219178082192,2,0.0
119,SLUKYNSKY Hampton,Western Michigan University,usa,2025,1.88,185,19.515068493150686,1,0.0
120,HILLEBRANDT Sam,Barrie Colts,usa,2025,1.85,170,19.873972602739727,2,0.0
121,PERREAULT Gabe,Boston College,usa,2025,1.80,179,19.66849315068493,2,0.0
122,ZIEMER Brodie,University of Minnesota,usa,2025,1.80,190,18.87123287671233,1,0.0
123,EISERMAN Cole,Boston University,usa,2025,1.83,201,18.356164383561644,1,0.0
124,KAVAN Jan,Kometa Brno,cze,2025,1.85,165,19.465753424657535,1,0.0
125,MILOTA Jakub,Cape Breton Eagles,cze,2025,1.88,168,18.731506849315068,1,0.0
126,PORT Vojtech,Lethbridge Hurricanes,cze,2025,1.88,176,19.427397260273974,1,0.0
127,ROCAK Marek,Kelowna Rockets,cze,2025,1.78,176,19.602739726027398,1,0.0
128,JIRICEK Adam,Brantford Bulldogs,cze,2025,1.87,168,18.526027397260275,1,0.0
129,DVORAK Jakub,Ontario Reign,cze,2025,1.95,203,19.61917808219178,1,0.0
130,FIBIGR Jakub,Brampton Steelheads,cze,2025,1.83,172,18.46027397260274,1,0.0
131,HUSINECKY Vojtech,Pirati Chomutov,cze,2025,1.80,179,19.356164383561644,1,0.0
132,JECHO Adam,Edmonton Oil Kings,cze,2025,1.95,198,18.78904109589041,1,0.0
133,SIMEK Pavel,Rimouski Oceanic,cze,2025,1.79,159,19.97808219178082,1,0.0
134,SALE Eduard,Coachella Valley Firebirds,cze,2025,1.86,170,19.827397260273973,3,0.0
135,ZIDLICKY Adam,Brampton Steelheads,cze,2025,1.83,170,19.93972602739726,2,0.0
136,CIHAR Vojtech,HC Karlovy Vary,cze,2025,1.85,187,17.775342465753425,1,0.0
137,SIKORA Petr,Ocelari Trinec,cze,2025,1.78,172,19.01095890410959,1,0.0
138,MASTALIRSKY Matej,HC Litvinov,cze,2025,1.79,148,19.493150684931507,2,0.0
139,KOS Ondrej,Ilves Tampere,cze,2025,1.85,154,18.835616438356166,1,0.0
140,PETR Dominik,Brandon Wheat Kings,cze,2025,1.87,174,19.687671232876713,1,0.0
141,STANCL Jakub,Kelowna Rockets,cze,2025,1.91,198,19.742465753424657,2,0.0
142,HRADEC Vojtech,BK Mlada Boleslav,cze,2025,1.92,201,19.284931506849315,1,0.0
143,GALVAS Tomas,Bili Tygri Liberec,cze,2025,1.77,148,18.9013698630137,2,0.0
144,NOVOTNY Adam,HC Hradec Kralove,cze,2025,1.85,196,17.147945205479452,1,0.0
145,FELCMAN Jiri,SCL Tigers Langnau,cze,2025,1.93,190,19.723287671232878,1,0.0
146,KOCI Matteo,Kamloops Blazers,cze,2025,1.84,190,19.583561643835615,2,0.0
147,HOLINKA Miroslav,Edmonton Oil Kings,cze,2025,1.86,183,19.156164383561645,1,0.0
148,HRABAL Michael,University of Massachusetts,cze,2025,1.99,209,19.96164383561644,2,0.0
149,BOLSHEDVORSKIY Roman,Snezhnye Barsy Astana,kaz,2025,1.91,209,18.553424657534247,1,0.0
150,SHIPILIN Mstislav,Snezhnye Barsy Astana,kaz,2025,1.82,174,18.76986301369863,1,0.0
151,IBRAGIM Sanzhar,Snezhnye Barsy Astana,kaz,2025,1.86,190,17.972602739726028,1,0.0
152,SHAKSHAKBAYEV Danial,Snezhnye Barsy Astana,kaz,2025,1.82,185,19.52054794520548,1,0.0
153,ALIBEK Abzal,Philadelphia Rebels,kaz,2025,1.84,168,18.775342465753425,1,0.0
154,SARKENOV Assanali,Spokane Chiefs,kaz,2025,1.94,203,18.46027397260274,1,0.0
155,KORCHAGIN Vladimir,Snezhnye Barsy Astana,kaz,2025,1.86,174,19.726027397260275,1,0.0
156,GROSS Artur,Snezhnye Barsy Astana,kaz,2025,1.82,165,19.90958904109589,1,0.0
157,ZHUSSUPBEKOV Aslan,Snezhnye Barsy Astana,kaz,2025,1.88,176,19.827397260273973,1,0.0
158,RESHETKO Gleb,Snezhnye Barsy Astana,kaz,2025,1.89,185,19.77260273972603,1,0.0
159,ORAZOV Beibarys,Snezhnye Barsy Astana,kaz,2025,1.87,165,19.671232876712327,1,0.0
160,LYTKIN Danil,Snezhnye Barsy Astana,kaz,2025,1.89,194,17.86849315068493,1,0.0
161,KIM Alexander,Bismarck Bobcats,kaz,2025,1.80,165,19.279452054794522,1,0.0
162,LYAPUNOV Kirill,Snezhnye Barsy Astana,kaz,2025,1.80,179,19.65753424657534,1,0.0
163,NURKENOV Davlat,Assat Pori,kaz,2025,1.78,183,19.704109589041096,1,0.0
164,BELYAKOV Danila,Torpedo Ust-Kamenogorsk,kaz,2025,1.82,187,19.553424657534247,1,0.0
165,NIKITIN Vladimir,Snezhnye Barsy Astana,kaz,2025,1.93,205,19.997260273972604,1,0.0
166,BEISEMBAYEV Adil,Snezhnye Barsy Astana,kaz,2025,1.87,176,19.991780821917807,1,0.0
167,LEVKOVETS Yegor,Nomad,kaz,2025,1.85,165,19.665753424657535,1,0.0
168,SIMONOV Semyon,Snezhnye Barsy Astana,kaz,2025,1.90,174,19.556164383561644,1,0.0
169,DUDARKIYEV Jokhar,Snezhnye Barsy Astana,kaz,2025,1.89,183,19.487671232876714,1,0.0
170,RUSLANULY Assanali,Snezhnye Barsy Astana,kaz,2025,1.85,187,19.561643835616437,1,0.0
171,MIGUNOV Alexandr,Snezhnye Barsy Astana,kaz,2025,1.82,183,19.747945205479454,1,0.0
172,KANKIN Kirill,Snezhnye Barsy Astana,kaz,2025,1.83,183,19.980821917808218,1,0.0
173,SITNIKOV Nikita,Snezhnye Barsy Astana,kaz,2025,1.80,176,19.301369863013697,1,0.0
174,LENDAK Alan,Fargo Force,svk,2025,1.86,174,18.454794520547946,1,0.0
175,PRADEL Michal,Barani Banska Bystrica,svk,2025,1.95,196,17.827397260273973,1,0.0
176,PISOJA Milan,Dukla Michalovce,svk,2025,1.90,187,20.008219178082193,2,0.0
177,STRBAK Maxim,Michigan State University,svk,2025,1.89,203,19.734246575342464,4,0.0
178,BARAN Richard,Des Moines Buccaneers,svk,2025,1.85,185,19.202739726027396,1,0.0
179,CHROMIAK Jakub,Kitchener Rangers,svk,2025,1.82,198,19.17808219178082,1,0.0
180,VOJTECH Matus,MHK 32 Liptovsky Mikulas,svk,2025,1.86,185,19.413698630136988,1,0.0
181,POBEZAL Tomas,HK Nitra,svk,2025,1.78,179,18.301369863013697,1,0.0
182,KLECKA Lukas,Sodertalje SK,svk,2025,1.80,179,19.736986301369864,1,0.0
183,CISAR Peter,Fargo Force,svk,2025,1.83,176,19.77260273972603,2,0.0
184,TOMIK Tobias,Dukla Trencin,svk,2025,1.85,187,17.052054794520547,1,0.0
185,SATAN Miroslav,Sioux Falls Stampede,svk,2025,2.01,194,18.84931506849315,1,0.0
186,DVORSKY Dalibor,Springfield Thunderbirds,svk,2025,1.85,205,19.561643835616437,4,0.0
187,KUKUMBERG Roman,Slovan Bratislava,svk,2025,1.86,190,19.797260273972604,2,0.0
188,JENCKO Daniel,University of Massachusetts Amherst,svk,2025,1.83,183,19.991780821917807,1,0.0
189,PEKARCIK Juraj,Moncton Wildcats,svk,2025,1.89,205,19.317808219178083,2,0.0
190,VALENT Peter,Quebec Remparts,svk,2025,1.84,183,19.08219178082192,1,0.0
191,DEJ Frantisek,Dukla Trencin,svk,2025,1.95,209,19.854794520547944,3,0.0
192,BARCIK Samuel,HK Spisska Nova Ves,svk,2025,1.87,192,19.794520547945204,1,0.0
193,CEDZO Adam,Ocelari Trinec,svk,2025,1.79,170,19.86849315068493,1,0.0
194,CHOVAN Jan,Tappara Tampere,svk,2025,1.90,187,17.991780821917807,1,0.0
195,RADIVOJEVIC Luka,Muskegon Lumberjacks,svk,2025,1.77,165,18.008219178082193,2,0.0
196,FEDOR Robert,Dukla Michalovce,svk,2025,1.84,185,19.389041095890413,1,0.0
197,KRALOVIC Tomas,Slovan Bratislava,svk,2025,1.90,203,19.35890410958904,1,0.0
198,URBAN Samuel,Sioux City Musketeers,svk,2025,1.84,198,19.684931506849313,2,0.0
199,GIDLOF Marcus,Leksands IF,swe,2025,1.99,201,19.273972602739725,1,0.0
200,BERGQVIST Rasmus,Skelleftea AIK,swe,2025,1.87,181,19.589041095890412,1,0.0
201,SANDIN PELLIKKA Axel,Skelleftea AIK,swe,2025,1.80,181,19.824657534246576,3,0.0
202,HALLQUISTH Wilhelm,HV71,swe,2025,1.81,181,19.84931506849315,1,0.0
203,HURTIG Axel,Calgary Hitmen,swe,2025,1.94,207,19.575342465753426,1,0.0
204,GUSTAFSSON Viggo,Timra IK,swe,2025,1.88,192,18.32054794520548,1,0.0
205,LINDSTEIN Theo,Brynas IF,swe,2025,1.85,192,20.002739726027396,2,0.0
206,FORSFJALL Zeb,Skelleftea AIK,swe,2025,1.76,181,19.972602739726028,2,0.0
207,HEDQVIST Isac,Lulea HF,swe,2025,1.77,163,19.794520547945204,1,0.0
208,ERIKSSON Linus,Djurgarden IF,swe,2025,1.84,190,18.791780821917808,1,0.0
209,EDSTROM David,Frolunda HC,swe,2025,1.90,187,19.882191780821916,2,0.0
210,UNGER SORUM Felix,Carolina Hurricanes,swe,2025,1.82,179,19.312328767123287,2,1.0
211,NILSSON Felix,Rogle BK,swe,2025,1.84,192,19.542465753424658,1,0.0
212,EKLUND Victor,Djurgarden IF,swe,2025,1.82,163,18.26027397260274,1,0.0
213,ALTORN Dennis,Leksands IF,swe,2025,1.85,165,19.389041095890413,1,0.0
214,TRAFF Herman,HV71,swe,2025,1.91,214,19.016438356164382,1,0.0
215,WAHLBERG Anton,Buffalo Sabres,swe,2025,1.82,192,19.50958904109589,2,1.0
216,WILLANDER Tom,Boston University,swe,2025,1.86,179,19.90684931506849,2,0.0
217,STENBERG Otto,Malmo Redhawks,swe,2025,1.82,187,19.60821917808219,2,0.0
218,NORDH Noel,Sault Ste. Marie Greyhounds,swe,2025,1.88,201,19.947945205479453,1,0.0
219,GRANBERG David,Lulea HF,swe,2025,1.87,194,19.649315068493152,1,0.0
220,VUOLLET Oskar,Skelleftea AIK,swe,2025,1.80,183,19.09315068493151,1,0.0
221,STRAHL Melvin,Youngstown Phantoms,swe,2025,1.91,165,19.805479452054794,1,0.0
222,THELIN Melker,Bjorkloven Umea,swe,2025,1.88,176,19.61917808219178,2,0.0
223,KIRSCH Christian,Janesville Jets,sui,2025,1.93,192,18.553424657534247,1,0.0
224,NEUENSCHWANDER Jonah,EHC Biel,sui,2025,1.91,181,15.824657534246576,1,0.0
225,BRAILLARD Leo,Lethbridge Hurricanes,sui,2025,1.80,174,19.506849315068493,2,0.0
226,REBER Jamiro,HV71,sui,2025,1.78,176,18.339726027397262,2,0.0
227,BUNZLI Timo,ZSC Lions Zurich,sui,2025,1.88,207,19.931506849315067,2,0.0
228,GREDIG Rico,HC Davos,sui,2025,1.85,179,19.92876712328767,2,0.0
229,BALESTRA Nic,EV Zug,sui,2025,1.82,159,19.54794520547945,1,0.0
230,DORTHE Jan,Fribourg-Gotteron,sui,2025,1.81,187,19.115068493150684,1,0.0
231,MEIER Rafael,EHC Kloten,sui,2025,1.84,181,19.660273972602738,1,0.0
232,GRUBER Kimo,ZSC Lions Zurich,sui,2025,1.86,194,19.73972602739726,1,0.0
233,RHYN Nils,SC Bern,sui,2025,1.88,192,19.665753424657535,1,0.0
234,STEINER Lars,Rouyn-Noranda Huskies,sui,2025,1.79,179,17.15068493150685,1,0.0
235,HAEFLIGER Aris,HC Ambri-Piotta,sui,2025,1.85,163,19.73972602739726,1,0.0
236,WEY Loris,EV Zug,sui,2025,1.76,163,18.95068493150685,1,0.0
237,ANTENEN Robin,EV Zug,sui,2025,1.87,190,18.63013698630137,1,0.0
238,MEIER Endo,ZSC Lions Zurich,sui,2025,1.83,179,19.465753424657535,2,0.0
239,JOHNSON Ludvig,EV Zug,sui,2025,1.82,181,18.446575342465753,1,0.0
240,KADERLI Andro,Leksands IF,sui,2025,1.83,185,19.613698630136987,1,0.0
241,MUGGLI Leon,EV Zug,sui,2025,1.85,176,18.495890410958904,2,0.0
242,GRAF Alain,SC Bern,sui,2025,1.87,201,19.912328767123288,1,0.0
243,SANSONNENS Basile,Rimouski Oceanic,sui,2025,1.93,205,18.383561643835616,1,0.0
244,SCHNELLER Eric,Geneve-Servette,sui,2025,1.81,187,19.55890410958904,1,0.0
245,MEIER Simon,Pentiction Vees,sui,2025,1.77,168,19.660273972602738,2,0.0
246,HUET Ewan,Regina Pats,sui,2025,1.83,183,19.90958904109589,2,0.0
247,NEUENSCHWANDER Elijah,Fribourg-Gotteron,sui,2025,1.94,192,18.221917808219178,1,0.0
0,OSBURN Luke,University of Wisconsin,usa,2026,1.85,190,19.326027397260273,1,0.0
1,STIGA Teddy,Boston College,usa,2026,1.80,179,19.756164383561643,2,0.0
2,HENSLER Logan,University of Wisconsin,usa,2026,1.88,198,19.23013698630137,2,0.0
3,KLEBER Adam,Univ. of Minnesota Duluth,usa,2026,1.96,203,19.78904109589041,2,0.0
4,RHEAUME-MULLEN Dakoda,University of Michigan,usa,2026,1.85,187,19.052054794520547,1,0.0
5,SPELLACY Anthony,Windsor Spitfires,usa,2026,1.91,205,19.865753424657534,1,0.0
6,HAGENS James,Boston College,usa,2026,1.80,194,19.175342465753424,2,0.0
7,McKINNEY Cole,University of Michigan,usa,2026,1.85,198,18.81095890410959,1,0.0
8,ZELLERS Will,University of North Dakota,usa,2026,1.83,181,19.75890410958904,1,0.0
9,BARNETT Asher,University of Michigan,usa,2026,1.85,196,18.643835616438356,1,0.0
10,EMERY E.J.,University of North Dakota,usa,2026,1.91,185,19.77260273972603,1,0.0
11,LEE Ryker,Michigan State University,usa,2026,1.85,185,19.161643835616438,1,0.0
12,MOONEY L.J.,University of Minnesota,usa,2026,1.73,165,18.832876712328765,1,0.0
13,McMORROW Brendan,University of Denver,usa,2026,1.80,181,19.78082191780822,1,0.0
14,VANSAGHI Shane,Michigan State University,usa,2026,1.88,216,19.23835616438356,1,0.0
15,HORCOFF Will,University of Michigan,usa,2026,1.96,201,18.953424657534246,1,0.0
16,REID Chase,Soo Greyhounds,usa,2026,1.88,185,18.019178082191782,1,0.0
17,PLANTE Max,Univ. of Minnesota Duluth,usa,2026,1.80,181,19.876712328767123,2,0.0
18,HEIL Caleb,Madison Capitols,usa,2026,1.89,194,19.55068493150685,1,0.0
19,KEMPF Nicholas,University of Notre Dame,usa,2026,1.88,196,19.852054794520548,1,0.0
20,EISERMAN Cole,Boston University,usa,2026,1.83,190,19.356164383561644,2,0.0
21,KNOWLING Brady,U.S. National U18,usa,2026,1.96,203,17.827397260273973,1,0.0
22,BEDNARIK Kamil,Boston University,usa,2026,1.85,185,19.616438356164384,1,0.0
23,HUTSON Cole,Boston University,usa,2026,1.80,172,19.526027397260275,2,0.0
24,ZIEMER Brodie,University of Minnesota,usa,2026,1.80,194,19.87123287671233,2,0.0
25,LIV Herman,Orebro HK,swe,2026,1.84,170,19.345205479452055,1,0.0
26,OHRQVIST Felix,Linkoping HC,swe,2026,1.72,176,19.454794520547946,1,0.0
27,SAHLIN WALLENIUS Leo,Vaxjo Lakers,swe,2026,1.84,183,19.742465753424657,1,0.0
28,BOUMEDIENNE Sascha,Boston University,swe,2026,1.88,190,18.96986301369863,1,0.0
29,GUSTAFSSON Viggo,HV71,swe,2026,1.88,192,19.32054794520548,2,0.0
30,CARELL Felix,Malmo Redhawks,swe,2026,1.86,201,19.663013698630138,1,0.0
31,JOHANSSON Victor,Leksands IF,swe,2026,1.85,168,19.7013698630137,1,0.0
32,PETTERSSON Lucas,Brynas IF,swe,2026,1.81,179,19.723287671232878,1,0.0
33,GASTRIN Milton,MoDo Hockey,swe,2026,1.86,192,18.5972602739726,1,0.0
34,ERIKSSON Linus,Timra IK,swe,2026,1.86,192,19.791780821917808,2,0.0
35,STENBERG Ivar,Frolunda HC,swe,2026,1.81,183,18.268493150684932,1,0.0
36,FRONDELL Anton,Djurgardens IF,swe,2026,1.86,201,18.66849315068493,1,0.0
37,EKLUND Victor,Djurgardens IF,swe,2026,1.82,163,19.26027397260274,2,0.0
38,HAKANSSON William,Lulea HF,swe,2026,1.94,207,18.246575342465754,1,0.0
39,FREIJ Alfons,Timra IK,swe,2026,1.86,198,19.898630136986302,1,0.0
40,BJORCK Viggo,Djurgardens IF,swe,2026,1.77,176,17.81917808219178,1,0.0
41,KRANTZ Loke,Linkoping HC,swe,2026,1.87,181,18.654794520547945,1,0.0
42,DANIELSSON Liam,Orebro HK,swe,2026,1.80,165,19.421917808219177,1,0.0
43,GENBORG Eddie,Timra IK,swe,2026,1.88,201,18.715068493150685,1,0.0
44,BERGLUND Jack,Farjestad Karlstad,swe,2026,1.92,209,19.742465753424657,1,0.0
45,BJORCK Wilson,Colorado College,swe,2026,1.82,176,19.980821917808218,1,0.0
46,NILSON Eric,Michigan State University,swe,2026,1.82,163,18.65753424657534,1,0.0
47,JUUSTOVAARA Casper,Lulea HF,swe,2026,1.73,168,18.2,1,0.0
48,HARENSTAM Love,Sodertalje SK,swe,2026,1.87,194,18.96712328767123,1,0.0
49,GOOS Mans,Farjestad Karlstad,swe,2026,1.96,198,18.673972602739727,1,0.0
50,PRADEL Michal,Tri City Storm,svk,2026,1.95,198,18.827397260273973,2,0.0
51,KOVALCIK Filip,Drummondville Voltigeurs,svk,2026,1.88,196,17.013698630136986,1,0.0
52,CAPOS Michal,Wenatchee Wild,svk,2026,1.95,218,18.476712328767125,1,0.0
53,KALMAN Adam,HK Nitra,svk,2026,1.80,183,18.695890410958903,1,0.0
54,LISCINSKY Michal,HC Kosice,svk,2026,1.75,176,19.895890410958906,1,0.0
55,POBEZAL Tomas,Kingston Frontenacs,svk,2026,1.78,185,19.301369863013697,2,0.0
56,SVRCEK Michal,Brynas IF,svk,2026,1.78,187,18.945205479452056,1,0.0
57,CHOVAN Jan,Sudbury Wolves,svk,2026,1.90,187,18.991780821917807,2,0.0
58,TOMIK Tobias,Vancouver Giants,svk,2026,1.85,198,18.052054794520547,2,0.0
59,MISIAK Alex,Erie Otters,svk,2026,1.83,183,18.542465753424658,1,0.0
60,STRAKA Andreas,Quebec Remparts,svk,2026,1.85,194,18.50958904109589,1,0.0
61,MURIN Samuel,Tri City Storm,svk,2026,1.85,201,18.71232876712329,1,0.0
62,NEMEC Adam,HK Nitra,svk,2026,1.84,170,18.21917808219178,1,0.0
63,GOLJER Adam,Dukla Trencin,svk,2026,1.87,196,17.58082191780822,1,0.0
64,DUBRAVIK Jakub,Vlci Zilina Youth,svk,2026,1.78,183,18.443835616438356,1,0.0
65,TOMKA Lukas,HC 05 Banska Bystrica,svk,2026,1.89,203,18.90958904109589,1,0.0
66,FABUS Andrej,HC Slovan Bratislava,svk,2026,1.86,183,19.7013698630137,1,0.0
67,RADIVOJEVIC Luka,Boston College,svk,2026,1.78,181,19.008219178082193,3,0.0
68,BELUSKO Adam,Muskegon Lumberjacks,svk,2026,1.82,192,19.736986301369864,1,0.0
69,PITKA Tobias,Northern Michigan University,svk,2026,1.94,220,19.693150684931506,1,0.0
70,CHRENKO Tomas,HK Nitra,svk,2026,1.79,172,18.17808219178082,1,0.0
71,LENDAK Alan,Fargo Force,svk,2026,1.86,187,19.454794520547946,2,0.0
72,HENRY Cyrill,HC Lugano,sui,2026,1.83,170,18.698630136986303,1,0.0
73,MEIER Gian,Frolunda HC,sui,2026,1.87,179,19.493150684931507,1,0.0
74,BORRADORI Nathan,HC Ambri-Piotta,sui,2026,1.75,181,19.405479452054795,1,0.0
75,SANSONNENS Basile,Lausanne HC,sui,2026,1.94,214,19.383561643835616,2,0.0
76,BLESSING Niklas,EHC Biel,sui,2026,1.84,203,19.4027397260274,1,0.0
77,STEINER Lars,Rouyn-Noranda Huskies,sui,2026,1.77,183,18.15068493150685,2,0.0
78,JOHNSON Ludvig,Fribourg-Gotteron,sui,2026,1.82,181,19.446575342465753,2,0.0
79,USTINKOV Daniil,ZSC Lions Zurich,sui,2026,1.85,192,19.364383561643837,2,0.0
80,NEUENSCHWANDER Elijah,Fribourg-Gotteron,sui,2026,1.94,192,19.221917808219178,2,0.0
81,MUGGLI Leon,Washington Capitals,sui,2026,1.84,187,19.495890410958904,3,1.0
82,AESCHLIMANN Mike,SCL Tigers Langnau,sui,2026,1.87,187,18.389041095890413,1,0.0
83,KIRSCH Christian,Kitchener Rangers,sui,2026,1.93,192,19.553424657534247,2,0.0
84,WAIDACHER Beni,HC Davos,sui,2026,1.86,168,19.72876712328767,1,0.0
85,WEY Loris,EV Zug,sui,2026,1.77,165,19.95068493150685,2,0.0
86,GROSSNIKLAUS Joel,Malmo Redhawks,sui,2026,1.82,174,19.77260273972603,1,0.0
87,ANTENEN Robin,EV Zug,sui,2026,1.87,190,19.63013698630137,2,0.0
88,MOTTARD Paul,Ilves Tampere,sui,2026,1.82,179,19.27123287671233,1,0.0
89,VIEILLARD Linus,Spokane Chiefs,ger,2026,1.85,179,19.89041095890411,2,0.0
90,BLEICHER Max,Powell River Kings,ger,2026,1.81,181,18.893150684931506,1,0.0
91,KOSE Fabio,Lowen Frankfurt,ger,2026,1.89,209,19.008219178082193,1,0.0
92,SCHAMS Manuel,Kassel Huskies,ger,2026,1.89,201,19.945205479452056,1,0.0
93,HANDEL Carlos,Halifax Mooseheads,ger,2026,1.86,181,18.76986301369863,2,0.0
94,HENSE Max,Trail Smoke Eaters,ger,2026,1.90,205,19.852054794520548,2,0.0
95,PUL Elias,Saskatoon Blades,ger,2026,1.86,165,19.646575342465752,2,0.0
96,SCHAFER Maxim,Chicoutimi Sagueneens,ger,2026,1.94,198,18.64109589041096,2,0.0
97,LEWANDOWSKI David,Saskatoon Blades,ger,2026,1.86,176,18.876712328767123,2,0.0
98,SCHUTZ Tim,Krefeld Pinguine,ger,2026,1.83,198,19.71780821917808,1,0.0
99,MAUL Nick,Red Bull Hockey Juniors,ger,2026,1.80,198,19.745205479452054,2,0.0
100,SPATH MARISCAL Mateu,Salmon Arm Silverbacks,ger,2026,1.77,187,18.876712328767123,1,0.0
101,BOOS Lenny,Dusseldorfer EG,ger,2026,1.79,159,19.126027397260273,2,0.0
102,KRETZSCHMAR Moritz,Lausitzer Fuchse,ger,2026,1.86,198,19.46849315068493,1,0.0
103,WILLHOFT Dustin,Saskatoon Blades,ger,2026,1.69,132,18.991780821917807,1,0.0
104,SAGER Clemens,Kassel Huskies,ger,2026,1.85,185,19.904109589041095,2,0.0
105,KOSE Timo,Lowen Frankfurt,ger,2026,1.89,190,19.008219178082193,1,0.0
106,PAPE Matthias,Trail Smoke Eaters,ger,2026,1.83,196,19.671232876712327,1,0.0
107,SCHNEIDER Elias,Shawinigan Cataractes,ger,2026,1.83,176,18.4986301369863,1,0.0
108,SCHWARZ Tobias,EV Landshut,ger,2026,1.81,187,19.756164383561643,2,0.0
109,SEIDL Simon,EV Landshut,ger,2026,1.78,187,19.50958904109589,2,0.0
110,NEISSE Lennart,Lausitzer Fuchse,ger,2026,1.98,214,19.312328767123287,2,0.0
111,SAARINEN Kim,HPK Hameenlinna,fin,2026,1.94,187,19.46027397260274,2,0.0
112,JOKINEN Mitja,TPS Turku,fin,2026,1.80,172,19.852054794520548,2,0.0
113,NYKYRI Niklas,HIFK Helsinki,fin,2026,1.87,190,19.945205479452056,1,0.0
114,PIIPARINEN Juho,Tappara Tampere,fin,2026,1.88,203,17.405479452054795,1,0.0
115,NIEMINEN Daniel,Pelicans Lahti,fin,2026,1.84,192,19.852054794520548,2,0.0
116,VESTERINEN Roope,HPK Hameenlinna,fin,2026,1.77,187,19.983561643835618,2,0.0
